0.5176	0.1843	0.7647
0.9451	0.7176	0.8000
0.8471	0.8745	0.0510
0.2392	0.8157	0.2784
0.0392	0.6549	0.5176
0.4863	0.3216	0.1608
0.7333	0.7686	0.5686
0.1922	0.7922	0.4980
0.3843	0.7686	0.6588
0.5490	0.4353	0.8000
0.8431	0.3608	0.9137
0.5137	0.3294	0.9412
0.4275	0.1333	0.6078
0.3961	0.8196	0.3843
0.8549	0.5961	0.9412
