0.313982	-0.777909	-0.446309	1.05053	-0.20342	-0.269008	0.249887	-0.960454	-0.0356134	0.471204	-0.0869881	-0.473557	-0.800115	-0.511913	-0.460663	0.798164	0.171644	0.359986	0.376018	-1.33299	-0.668758	0.687299	-0.35515	-0.429834	-0.903022	0.0358609	-1.64886	1.43884	0.987589	0.673849	-0.98256	-0.114107	-0.455474	-0.0763174	0.150621	0.609032	0.298476	0.685189	-1.10883	0.249917	0.267498	0.106404	0.582184	-1.90141	0.476846	-0.0699054	2.19766	-0.00685401	-0.862386	0.758026	-1.36656	0.435174	-0.209703	-0.162473	0.00577454	-0.595003	0.433328	0.44933	0.0998143	0.398654	0.41166
-2.70562	-0.778117	0.428934	0.786076	-0.0797894	0.355293	0.253988	0.450279	-0.413445	0.0371794	0.666479	0.163073	0.520705	1.20768	-0.48098	-0.290852	-0.36063	0.309908	-0.346573	-0.344899	0.115312	0.317986	-0.703017	-0.582888	-0.200971	0.994745	-1.437	0.878064	-0.882749	-0.100776	-0.0937028	-0.350995	-0.309504	0.567993	0.446003	0.20418	0.229622	1.18724	-1.73118	0.981178	-0.241602	-0.27109	-0.975147	0.110547	-0.148865	0.3032	0.686685	0.197377	-0.682257	0.402366	-0.839687	0.87344	0.117894	-0.817017	-0.0339669	1.10231	-0.723245	-0.548942	-0.945885	0.543551	-0.804477
1.44163	-0.163961	-0.300102	0.244494	0.0563044	-0.23171	-0.679824	0.585473	0.601828	0.245154	0.125129	1.0125	-0.240924	0.209059	-0.56098	0.132857	0.228445	-1.22615	-0.730984	-0.569214	0.259416	0.793615	0.341403	1.22277	-0.202388	0.90949	0.198621	-1.32576	0.192829	-0.159621	-0.891715	-0.447587	-0.127375	-0.865484	0.38826	0.0868386	-0.103257	0.122441	-2.11389	1.77256	1.18507	-0.0224104	-0.306896	2.11044	-0.119195	0.194813	-0.518399	0.373805	1.22174	-0.340469	0.797894	-0.676667	-0.0207901	-0.0883973	0.713349	-0.186718	0.216745	-0.185087	0.131475	0.201529	0.469271
1.46679	-0.486465	-0.775953	0.859651	0.0134393	-0.477059	-0.200567	-0.0181983	-1.09147	-0.124712	-1.30916	0.506503	-1.7275	0.155493	-0.345184	-0.212071	-0.0701351	-0.849544	1.1609	-0.0995879	1.04697	0.40219	1.78665	1.00424	2.15279	-0.436791	-0.124236	0.158888	0.329922	-0.348323	-0.604463	0.142962	-0.857381	-0.0527304	-1.91012	0.00364922	-1.02279	-0.264565	-0.59729	0.460335	0.0357752	-0.463436	0.685597	0.391746	1.26287	-0.155082	0.877798	0.657432	1.11464	-0.939381	-0.195189	0.733678	-0.660401	0.45035	0.508439	-0.251506	-1.52836	1.6423	-0.242033	-0.179305	0.490277
-1.41622	-1.11932	0.0875222	1.07585	-0.412818	1.40658	-1.4791	0.0765371	0.110059	-0.984086	-0.0557771	-0.503468	0.233063	0.123898	0.416884	-0.496947	0.385057	0.7065	-1.11103	0.00367289	-0.000878558	0.989844	0.117811	-0.874966	0.962055	1.0015	-0.570689	-0.385713	0.175747	0.153897	-1.17731	0.159503	-0.0956534	0.0484202	1.33363	0.404993	0.152616	0.754354	-1.16818	0.458058	0.455646	-0.102767	0.426221	-0.232136	0.0564731	-0.980342	-0.544314	-0.195087	0.30022	-2.42584	0.878915	1.591	-0.402604	-0.166949	0.056877	-0.273721	-0.204263	0.867479	0.391344	0.20697	0.421661
-2.67806	1.18427	-1.3695	0.572449	-1.54298	1.36437	0.383132	0.449802	-0.716772	-0.00652193	-0.230787	-0.139704	-0.236089	-0.876438	0.275407	0.989952	-0.734365	-0.230085	-0.0154002	-0.26456	0.981451	-0.140897	1.28413	0.277885	0.221695	0.395238	-0.988691	0.981661	-1.45561	0.410987	0.497836	0.552741	-1.2023	1.14862	0.290972	0.322527	-0.628922	0.928663	-0.287823	-0.251953	0.454507	-0.159269	-0.48377	-0.539083	0.0266458	0.27097	1.08566	0.0623505	-0.753376	1.72608	-0.586625	-0.751855	-0.707471	0.524901	-0.463522	-0.381758	-0.534802	0.325646	0.550978	0.833339	1.14085
0.066922	0.193777	-0.178634	-0.196621	-0.205679	0.392137	0.841228	0.182945	1.30059	0.211786	-0.381696	0.863113	-0.237079	0.443638	0.112392	-0.736934	-0.247428	-0.0457581	0.393561	-0.47423	1.29598	0.0362406	-0.272482	0.952787	-0.47174	1.9928	-0.903989	-1.26988	1.01903	-0.471707	-0.275523	-1.05254	1.22868	-0.444703	-0.381988	0.119141	0.500618	0.708674	-2.45374	1.56349	1.12322	0.665032	-0.341957	2.45884	-0.0457516	1.23596	-0.210937	-0.437238	0.464761	0.919724	-1.94118	0.840004	0.890074	0.573177	-0.401295	0.594748	0.35102	0.219573	0.172905	-0.115222	0.359812
1.65749	-0.0726317	0.0365208	-0.389371	-0.883939	-0.819762	0.0760524	0.765015	-0.143253	-0.00378259	0.0760683	-0.441206	0.206397	-0.257106	0.216586	-0.384958	-0.69606	-0.725288	-0.0516892	0.79563	-0.428921	0.0966898	0.50539	-0.0251216	0.252755	0.673013	-2.03502	0.935815	-0.957611	-0.327979	-0.467077	2.0023	-0.60424	-0.621321	0.703574	-0.748121	-0.372062	0.0199821	-1.69871	1.25337	0.0725534	-1.04909	-0.625331	0.893457	1.12536	-1.47898	-1.77812	1.39407	0.527154	0.364741	-1.41174	0.621545	-0.181405	0.122293	0.392505	0.635005	1.03982	0.323981	0.392443	-1.03539	0.0874324
-0.960222	0.866508	0.0996736	-0.863819	0.205143	0.080443	-1.7668	-1.286	-0.370134	-0.734374	0.682175	0.911532	-1.05857	-1.14799	0.0140166	1.2361	0.299875	-0.239435	0.635773	1.47781	0.15302	1.20143	-1.26039	-0.695534	1.82439	0.504986	-0.666132	0.263231	0.235247	-0.252449	-1.85673	-0.861737	0.138575	-1.31431	0.0226068	0.547086	-0.666585	0.260866	-1.1385	0.979667	0.705176	-0.916341	0.275801	1.68378	0.313058	0.27599	-0.988442	0.379684	1.42399	0.394376	0.718848	-1.01083	-0.940868	1.27787	0.638457	-0.787884	-0.432409	-0.545443	-0.995111	0.0945039	0.401919
-2.89654	0.227291	1.13044	-0.785793	-0.0875744	-0.941288	0.169412	0.441055	0.0689893	1.27461	-1.88685	-1.10742	0.995545	-0.782087	-0.0244775	1.3795	-0.268066	1.07946	0.630975	-0.904732	0.470344	-1.39546	1.18111	-0.0477164	-0.55794	1.3304	0.199892	-0.957622	1.06907	-0.358398	-0.878567	0.34003	0.0625011	2.05579	-1.02374	-0.425164	0.701983	0.264585	-0.971459	1.28057	-0.339659	1.18737	0.348284	-1.6452	0.523865	-1.78274	1.85035	0.379418	-0.69618	0.422447	0.194825	-0.0440306	0.619614	-0.953684	0.570353	1.02938	-1.32947	0.930652	0.340923	-0.200431	0.244326
