0.00124495	0.271257	0.0811834	-0.267062	-0.10509	0.13452	0.310057	-0.254286	-0.080843	0.0962878
-0.0986217	0.0430854	0.0210854	0.0415226	0.00453692	0.0327944	0.0065241	0.00512777	0.0199488	0.0351944
0.061608	-0.0839872	-0.371273	-0.000329882	0.0825231	-0.0952555	0.348808	0.440142	-0.0435619	0.306697
-0.0407936	-0.0441406	-0.014731	-0.0160528	-0.00653537	0.013247	0.00342639	0.0205618	0.00122638	0.0142091
-0.0101924	-0.025793	-0.0452906	-0.0798377	-0.0271842	-0.0493083	0.00674206	-0.0130835	0.031833	0.0403127
-0.00631646	0.0202225	0.0521087	0.106414	0.0559933	0.074675	0.0426196	0.0214814	-0.0486572	-0.0138759
-0.00416056	-0.124712	-0.114129	-0.154951	-0.0754586	0.161105	-0.0638387	0.0177903	0.156271	0.0592263
-0.0292554	-0.0166734	-0.0341544	-0.0155597	0.047293	0.00406639	0.0202309	0.0143769	0.00751738	0.00434183
0.11899	0.0255097	0.0551061	0.0884684	0.052383	0.0876269	0.048078	0.0219884	-0.0385446	-0.045004
0.0406591	-0.0445697	0.308837	-0.268548	0.0815306	-0.598925	0.104957	-0.0539143	0.00276928	0.3119
-0.102586	0.00830118	0.284173	-0.250533	0.254005	-0.198162	-0.117232	-0.0329359	0.000853325	0.131636
-0.0882818	-0.296967	0.936922	-0.00198815	-0.107062	-0.197096	-0.522258	-0.235688	0.344532	-0.285045
-0.021766	-0.499516	-0.610868	0.0922816	0.171449	-0.155226	0.0309962	-0.193382	0.45983	0.434436
0.000505881	-0.0156028	-0.105466	0.0172259	-0.29756	0.635808	0.539792	-1.00698	0.00177521	0.0763629
0.0948003	0.213779	0.189979	0.0107723	-0.111161	-0.149936	0.205749	-0.0126552	-0.2572	-0.0352568
-0.0244813	-0.178395	-0.764799	0.0514249	-0.254747	0.0663128	-0.00505069	-0.112136	0.608618	0.478097
0.0211468	0.10005	0.0385235	0.0461257	0.0382699	0.00228895	-0.0186666	0.0317985	0.0714204	0.0130797
0.120278	0.0760356	0.0318181	0.0653235	0.0628991	0.0226308	-0.0104586	0.0110309	0.0289693	0.045227
0.104248	0.170468	0.156861	-0.322719	0.204466	-0.264888	-0.080179	-0.0768327	0.0433433	0.0128832
0.00873664	0.0418881	0.0644994	-0.0673259	0.385421	-0.266019	-0.247929	0.201728	0.00513495	0.00431623
0.055737	-0.00910473	0.00178902	-0.0172846	-0.0170913	-0.0174399	-0.0218109	0.0250502	-0.0352057	-0.0054005
0.0958372	-0.0863822	-0.0849919	-0.0268337	-0.0408754	-0.0390262	-0.0192071	-0.013569	-0.0468964	-0.00106099
0.101691	-0.110171	0.328369	-0.424705	0.0197392	-0.223858	-0.202811	-0.0492342	0.326898	-0.123384
-0.0526124	0.0355922	0.0103438	0.023025	0.0176364	0.0183755	-0.0239369	0.0109968	0.00289303	0.0167352
0.0556518	0.118805	0.106423	0.146647	0.0721894	-0.156542	0.0522773	0.0376277	-0.166375	-0.0229745
