-0.107982	0.0285572	0.0434379	0.0209585	0.0519169	0.0108201	0.0124844	0.000403109	0.0411572	0.0304926
-0.0524383	0.0218106	0.80208	0.00589714	-0.2007	0.162161	-0.642239	-1.00128	0.276664	-0.689736
0.0548839	-0.0787911	-0.0583587	-0.0979857	-0.0671066	-0.0110082	-0.0235017	-0.0113282	-0.0457825	-0.00881892
0.0493823	-0.342875	-0.398527	0.152867	0.08879	-0.0762234	-0.524766	0.0293698	0.484356	-0.159145
-0.00244614	0.0366232	0.0201744	0.0258088	0.00292454	0.0197562	0.00610237	0.00635313	0.0186593	0.0156127
-0.0881282	0.0540111	0.0393089	-0.000881264	0.018113	0.0447443	0.0251347	-0.0192474	-0.0592528	-0.0310473
0.0448933	-0.0141766	-0.0129314	-0.00716908	0.00398061	-0.00843966	-0.0103747	-0.00372003	-0.00787238	-0.0156183
-0.0552079	0.0208728	0.0200622	0.0197268	0.00435279	0.0171671	0.0153028	0.013898	0.0169465	0.00125997
-0.0281233	-0.0770437	-0.0572242	-0.191211	-0.194566	-0.107671	-0.0500468	-0.0236364	0.0365892	0.180449
0.157272	-0.499052	-0.692406	0.0752602	-0.282832	0.459732	0.435317	0.0725081	0.0883077	1.25094
-0.117596	0.0174888	0.164724	-0.451113	0.0403603	-0.273055	0.003945	-0.0857372	0.128869	0.0822756
-0.02182	0.0627473	0.0550125	0.180714	0.184952	0.115793	0.0364413	0.0178595	-0.0334038	-0.155177
0.042985	0.0306502	0.211161	-0.0584247	0.035352	-0.269786	-0.540192	1.29549	0.193384	-0.527618
-0.0650039	-0.0927284	-0.0970672	0.0528373	-0.0876595	0.302821	-0.9018	0.177462	0.449161	-0.717437
-0.116509	0.135868	0.0853814	-0.278463	0.183883	0.0453049	0.0522771	-0.0650759	-0.0755948	0.0174254
0.0954706	0.0881995	0.0422947	0.0209595	0.0494486	0.0234212	0.0169728	-0.00685386	0.053698	0.0347117
0.0965296	0.00784432	0.0511648	-0.229185	0.00408734	-0.108626	-0.0240463	-0.00698062	0.0852883	0.0396844
-0.101312	0.0906036	-0.166759	-0.0583225	-0.358121	0.0573779	-0.0655535	-0.0124931	0.228108	-0.0590466
0.06178	0.0204385	0.0564479	0.0123267	0.0188247	-0.00925546	0.0124133	0.0152267	0.0333854	0.0211829
-0.118722	-0.0124833	-0.153354	0.414642	-0.0410876	0.278666	-0.0166755	0.0513099	-0.124855	-0.0801247
-0.0707521	-0.0149378	0.0851497	-0.026316	0.54905	-1.09453	0.04059	-0.4704	-0.412493	1.28762
-0.0543178	-0.0231433	-0.012342	-0.0133623	-0.0136713	-0.014847	-0.0065568	0.00562003	-0.0190834	0.00652438
0.0618495	0.135794	-0.745343	-0.00275991	0.233056	-0.144107	0.312691	0.775961	-0.265004	0.447458
-0.0437358	-0.00457225	-0.0122474	-0.0148062	-0.00244091	-0.00477062	-0.000277812	0.0112506	0.00898086	-0.00397605
-0.111814	-0.0144225	-0.0171707	-0.0191002	-0.0110304	-0.00598646	-0.00264171	-0.00302791	-0.015058	-0.00339542
