117.916	58.206	107.000	145.733	92.549	15.000	10.000	94.940	55.699	62.273	131.393	183.627	3.000
260.060	233.653	248.000	59.347	48.062	15.000	24.000	94.940	55.699	65.547	70.756	72.200	6.000
116.625	57.278	72.000	165.525	95.138	11.000	9.000	94.242	55.670	45.414	106.899	190.949	3.000
118.536	82.107	28.000	93.222	64.195	5.000	9.000	94.242	55.670	70.822	189.667	171.556	1.000
45.824	248.471	17.000	31.480	7.829	5.000	5.000	94.242	55.670	72.320	26.240	35.200	1.000
55.048	254.095	21.000	165.208	90.552	8.000	3.000	94.242	55.670	131.167	42.250	170.333	1.000
117.525	58.161	118.000	137.959	79.067	15.000	13.000	94.479	55.511	67.400	167.169	203.569	1.000
181.562	75.031	32.000	62.167	55.661	12.000	4.000	94.479	55.511	145.062	110.500	79.667	1.000
171.500	77.000	4.000	133.000	11.000	4.000	1.000	94.479	55.511	244.000	62.000	164.000	1.000
193.077	83.769	65.000	140.608	74.777	12.000	10.000	94.479	55.511	67.683	87.475	158.200	3.000
120.093	63.894	621.000	95.031	62.003	39.000	22.000	93.625	55.875	91.030	180.291	160.979	4.000
186.883	81.145	214.000	90.560	70.673	27.000	16.000	93.625	55.875	77.954	77.308	105.056	3.000
110.031	62.449	325.000	94.552	61.390	28.000	18.000	93.321	55.782	66.694	173.623	156.984	2.000
185.307	80.579	228.000	87.967	67.711	30.000	15.000	93.321	55.782	71.569	78.580	103.538	3.000
216.125	108.750	16.000	197.042	18.121	3.000	8.000	93.321	55.782	38.167	223.875	246.000	1.000
81.885	241.011	715.000	75.775	53.098	38.000	31.000	93.321	55.782	75.829	64.085	88.272	6.000
111.022	60.792	400.000	93.398	65.901	34.000	15.000	94.136	55.652	71.829	166.269	147.106	2.000
132.500	65.000	8.000	45.875	17.857	8.000	1.000	94.136	55.652	31.375	242.125	127.000	1.000
191.446	84.950	101.000	102.000	81.857	20.000	9.000	94.136	55.652	49.922	54.850	111.244	3.000
213.081	109.072	111.000	122.604	61.546	9.000	25.000	94.136	55.652	37.782	175.778	177.813	1.000
151.586	242.414	87.000	76.241	61.990	9.000	18.000	94.136	55.652	97.074	102.105	95.951	6.000
108.013	59.678	388.000	89.155	57.264	35.000	16.000	94.067	55.723	62.091	158.525	143.200	4.000
127.000	62.000	3.000	224.333	2.357	1.000	3.000	94.067	55.723	158.667	189.000	248.000	1.000
192.576	85.035	85.000	107.360	88.136	17.000	8.000	94.067	55.723	73.007	63.404	118.294	3.000
214.532	112.280	432.000	124.129	70.606	17.000	35.000	94.067	55.723	41.877	179.103	175.624	1.000
228.200	235.600	5.000	50.333	13.732	3.000	2.000	94.067	55.723	7.000	29.167	57.333	1.000
223.621	249.116	95.000	76.948	56.692	14.000	11.000	94.067	55.723	122.097	65.883	90.494	6.000
96.138	57.809	94.000	87.370	61.779	12.000	9.000	93.067	55.385	56.657	215.676	172.593	2.000
192.759	85.096	83.000	114.412	87.745	17.000	8.000	93.067	55.385	38.838	87.382	129.059	3.000
213.766	115.838	582.000	130.299	65.906	22.000	41.000	93.067	55.385	35.631	184.177	186.244	1.000
82.200	110.029	105.000	155.400	95.410	9.000	20.000	93.067	55.385	47.600	71.367	164.133	6.000
303.083	244.750	12.000	53.750	13.190	5.000	4.000	93.067	55.385	98.450	60.100	66.800	1.000
295.884	252.651	43.000	59.271	51.550	8.000	6.000	93.067	55.385	78.500	90.229	77.333	1.000
192.651	84.698	63.000	143.838	79.638	15.000	7.000	93.214	55.526	39.829	95.076	166.857	3.000
214.326	115.665	669.000	125.187	65.392	25.000	45.000	93.214	55.526	44.002	166.791	178.731	1.000
106.964	110.343	140.000	151.420	88.043	11.000	21.000	93.214	55.526	50.273	70.853	161.039	6.000
206.551	101.211	720.000	104.326	69.172	45.000	37.000	93.366	55.815	63.139	109.222	136.740	3.000
132.297	111.084	155.000	151.242	84.956	12.000	22.000	93.366	55.815	59.356	86.239	168.121	6.000
207.807	102.735	840.000	96.279	62.774	51.000	42.000	93.067	55.209	67.331	92.062	122.039	3.000
156.506	113.559	170.000	147.157	85.915	13.000	23.000	93.067	55.209	67.515	52.485	155.077	6.000
206.728	102.741	904.000	97.630	67.518	47.000	41.000	93.052	55.277	75.291	96.604	124.600	3.000
184.399	115.050	218.000	139.756	84.626	15.000	26.000	93.052	55.277	60.877	73.003	155.426	6.000
200.899	101.593	1330.000	98.203	65.172	61.000	50.000	92.892	55.299	90.436	71.792	115.979	2.000
193.619	95.629	785.000	62.804	53.716	46.000	27.000	91.949	54.854	85.109	109.257	86.776	2.000
238.196	122.674	46.000	154.948	102.549	7.000	11.000	91.949	54.854	70.740	47.558	157.714	6.000
185.394	91.859	554.000	61.890	53.319	42.000	23.000	92.094	54.627	73.474	123.933	89.830	3.000
155.824	91.059	17.000	70.880	54.227	5.000	5.000	92.094	54.627	33.200	81.640	80.000	1.000
166.263	85.120	773.000	68.834	59.858	63.000	19.000	92.211	54.591	89.309	121.152	95.078	2.000
115.759	55.138	29.000	223.139	30.975	9.000	4.000	92.241	54.566	32.889	141.500	242.667	1.000
143.657	79.178	359.000	61.544	48.734	29.000	17.000	92.241	54.566	76.982	154.937	99.570	2.000
134.183	72.805	251.000	78.225	65.113	19.000	22.000	92.444	54.541	81.045	152.464	120.440	3.000
133.378	70.804	209.000	80.506	66.422	18.000	18.000	92.487	54.476	89.836	182.247	136.889	3.000
127.578	63.035	424.000	95.699	65.903	32.000	21.000	89.715	55.278	55.271	133.449	134.929	4.000
182.293	79.751	334.000	88.486	68.989	30.000	19.000	89.715	55.278	55.872	65.093	101.572	3.000
200.285	233.598	2169.000	61.619	42.209	57.000	52.000	89.715	55.278	101.869	54.245	75.085	3.000
252.625	227.738	363.000	154.879	43.706	34.000	20.000	89.715	55.278	152.275	106.747	186.918	3.000
278.727	247.545	11.000	120.850	63.883	5.000	4.000	89.715	55.278	149.450	93.800	141.200	1.000
128.274	62.679	430.000	95.808	59.588	33.000	20.000	90.209	55.150	69.089	126.974	136.485	2.000
171.717	76.924	487.000	84.033	64.125	54.000	18.000	90.209	55.150	46.493	83.834	101.539	3.000
178.508	166.287	3073.000	75.305	49.977	60.000	71.000	90.209	55.150	101.308	70.223	92.971	2.000
150.191	68.950	1180.000	83.661	54.818	89.000	33.000	92.440	54.787	62.309	99.648	110.951	4.000
159.875	128.755	694.000	70.525	65.633	37.000	26.000	92.440	54.787	69.410	121.896	98.154	3.000
93.417	54.583	12.000	117.857	16.767	7.000	2.000	93.329	54.785	86.000	142.143	182.857	4.000
153.416	68.715	1241.000	85.130	55.891	88.000	32.000	93.329	54.785	64.184	99.502	112.824	4.000
149.454	108.287	491.000	68.064	67.250	29.000	19.000	93.329	54.785	79.016	131.358	97.132	3.000
175.488	76.575	369.000	76.122	64.451	40.000	20.000	84.032	56.946	58.115	87.872	93.650	3.000
145.279	99.883	308.000	69.033	74.366	22.000	18.000	84.032	56.946	72.114	136.760	94.404	3.000
123.741	58.886	158.000	100.441	64.929	24.000	12.000	88.543	56.798	83.733	123.604	139.444	2.000
185.000	78.000	3.000	8.667	0.943	3.000	1.000	88.543	56.798	0.000	255.000	26.667	1.000
193.125	82.531	32.000	66.014	14.003	10.000	7.000	88.543	56.798	28.657	36.014	76.114	1.000
141.265	95.336	298.000	72.988	72.980	25.000	16.000	88.543	56.798	66.745	143.275	103.360	3.000
216.713	173.847	3972.000	123.107	78.721	76.000	71.000	88.543	56.798	64.426	79.431	140.191	2.000
122.229	57.265	83.000	96.615	70.395	16.000	6.000	88.211	58.147	53.687	176.469	157.167	3.000
142.620	82.461	735.000	74.059	68.107	31.000	31.000	88.211	58.147	70.220	103.770	93.245	2.000
189.500	79.000	4.000	58.500	10.500	4.000	1.000	88.211	58.147	16.500	86.500	80.000	1.000
194.450	83.750	20.000	67.321	7.987	7.000	4.000	88.211	58.147	29.393	17.893	72.857	1.000
191.523	145.404	2481.000	124.805	80.986	60.000	54.000	88.211	58.147	59.860	82.108	141.965	2.000
203.637	242.522	1820.000	158.064	75.349	81.000	29.000	88.211	58.147	120.046	97.490	172.349	2.000
135.746	71.769	1061.000	74.764	55.986	38.000	41.000	87.810	56.624	50.787	92.686	96.021	4.000
165.462	171.502	7231.000	113.216	64.164	72.000	126.000	87.810	56.624	57.952	74.382	132.690	4.000
128.000	193.500	4.000	27.750	4.085	1.000	4.000	87.810	56.624	5.250	69.250	38.000	1.000
135.639	72.122	613.000	72.617	64.822	20.000	33.000	89.709	55.416	65.694	103.539	92.218	4.000
151.265	135.470	3336.000	120.548	62.744	63.000	81.000	89.709	55.416	58.282	77.199	142.848	4.000
137.695	108.216	3179.000	96.866	63.362	69.000	71.000	78.823	57.887	46.193	79.219	115.766	4.000
222.679	235.370	975.000	67.862	43.771	46.000	48.000	78.823	57.887	31.604	44.065	75.496	1.000
131.793	73.352	193.000	68.651	71.598	17.000	14.000	86.197	56.789	62.113	135.563	89.882	3.000
132.912	101.245	1688.000	120.057	72.460	64.000	39.000	86.197	56.789	50.700	102.171	147.971	4.000
207.982	164.619	4454.000	103.213	74.247	78.000	77.000	86.197	56.789	57.398	76.267	118.812	2.000
154.159	110.999	6312.000	94.419	59.940	110.000	110.000	87.974	55.945	50.142	62.062	108.911	4.000
273.396	251.604	396.000	78.875	23.005	64.000	9.000	87.974	55.945	139.578	53.049	94.889	1.000
143.069	99.423	4375.000	95.311	62.684	92.000	89.000	85.404	55.505	49.687	64.931	110.151	4.000
213.547	219.341	2791.000	57.308	34.436	48.000	76.000	85.404	55.505	106.217	56.454	68.138	3.000
136.067	90.461	3154.000	99.818	66.995	76.000	71.000	85.348	55.532	50.387	77.999	120.351	4.000
169.833	63.333	12.000	122.944	63.683	6.000	3.000	85.348	55.532	17.333	82.222	148.889	2.000
176.750	67.750	4.000	97.833	81.405	3.000	2.000	85.348	55.532	26.833	128.167	122.667	1.000
219.180	200.463	5908.000	90.831	50.230	91.000	95.000	85.348	55.532	97.558	60.682	107.449	2.000
128.907	81.813	2254.000	104.495	67.660	66.000	58.000	89.093	55.810	49.056	87.071	128.773	4.000
200.275	171.847	3195.000	87.094	53.277	71.000	71.000	89.093	55.810	105.504	67.908	103.898	2.000
123.382	74.217	1575.000	109.451	69.712	58.000	44.000	90.557	55.579	50.930	98.447	139.282	4.000
186.500	144.666	2357.000	85.095	53.461	61.000	56.000	90.557	55.579	90.524	75.889	103.632	2.000
120.777	69.166	1141.000	92.534	67.656	52.000	35.000	82.839	61.539	49.501	90.910	112.703	4.000
172.507	125.751	1466.000	74.778	56.550	51.000	43.000	82.839	61.539	74.405	76.595	90.094	2.000
188.000	112.000	1.000	130.000	0.000	1.000	1.000	82.839	61.539	163.000	51.000	160.000	1.000
251.216	228.446	4608.000	152.956	89.413	98.000	61.000	82.839	61.539	60.218	28.453	158.357	2.000
101.875	240.168	2342.000	151.128	49.136	82.000	36.000	82.839	61.539	82.453	22.396	156.954	2.000
98.081	55.973	37.000	64.729	69.565	8.000	6.000	72.079	56.560	81.875	121.125	85.000	1.000
116.004	72.404	448.000	92.732	83.245	32.000	19.000	72.079	56.560	40.707	109.312	111.829	2.000
160.587	108.791	707.000	78.351	67.522	38.000	28.000	72.079	56.560	84.901	85.442	94.436	3.000
107.454	173.648	2832.000	103.342	77.627	50.000	71.000	72.079	56.560	51.055	90.692	120.050	2.000
220.449	187.944	3714.000	119.129	90.779	66.000	71.000	72.079	56.560	60.864	36.094	126.223	2.000
109.193	62.691	641.000	98.049	82.105	37.000	21.000	78.409	55.578	48.483	108.008	117.426	4.000
149.833	93.700	450.000	86.224	75.258	34.000	21.000	78.409	55.578	81.160	90.538	103.518	3.000
109.899	116.674	1274.000	103.927	80.664	33.000	44.000	78.409	55.578	54.373	86.809	118.523	2.000
220.741	146.319	4587.000	91.449	76.582	104.000	61.000	78.409	55.578	75.561	61.926	103.850	4.000
94.762	59.933	164.000	119.036	99.573	15.000	13.000	77.917	57.747	42.062	134.236	141.497	3.000
120.447	58.495	103.000	131.686	98.131	11.000	11.000	77.917	57.747	52.256	161.893	153.653	3.000
111.491	96.187	525.000	104.560	89.446	24.000	27.000	77.917	57.747	47.404	142.315	128.000	3.000
146.430	86.649	114.000	122.125	100.580	20.000	8.000	77.917	57.747	58.969	110.569	141.000	3.000
190.162	118.297	2040.000	100.621	78.888	72.000	45.000	77.917	57.747	62.402	91.914	123.449	4.000
93.479	56.146	48.000	153.091	84.945	11.000	5.000	73.428	57.098	57.200	161.018	188.364	4.000
119.444	74.451	1320.000	82.900	67.671	53.000	38.000	73.428	57.098	59.341	122.510	109.128	4.000
173.342	103.078	1249.000	105.820	85.920	58.000	30.000	73.428	57.098	58.981	91.892	127.062	4.000
288.250	165.292	120.000	48.856	24.059	12.000	18.000	73.428	57.098	80.819	42.995	55.667	1.000
241.964	198.269	4529.000	116.639	92.558	74.000	81.000	73.428	57.098	51.822	44.902	123.701	2.000
136.438	243.550	260.000	47.556	40.729	15.000	29.000	73.428	57.098	55.648	56.786	57.692	1.000
99.145	66.694	399.000	100.870	79.966	21.000	25.000	78.247	55.185	51.520	140.533	131.032	2.000
143.521	81.437	1294.000	88.726	68.856	54.000	52.000	78.247	55.185	50.782	82.718	107.544	4.000
209.020	149.839	2065.000	115.547	93.989	50.000	53.000	78.247	55.185	59.070	43.284	122.886	2.000
147.950	190.278	1237.000	74.287	63.542	46.000	40.000	78.247	55.185	75.302	78.424	88.652	3.000
127.710	75.009	1868.000	93.416	63.939	76.000	48.000	82.747	54.005	43.104	92.566	117.154	4.000
189.387	122.971	1135.000	124.423	93.891	39.000	37.000	82.747	54.005	55.456	57.114	135.468	2.000
129.435	132.116	611.000	89.465	70.465	31.000	28.000	82.747	54.005	78.558	141.116	129.456	3.000
67.070	136.230	100.000	55.399	56.862	11.000	13.000	82.747	54.005	43.413	116.315	73.566	6.000
112.336	61.630	554.000	81.088	64.052	43.000	18.000	75.973	56.334	58.217	151.003	124.165	2.000
152.750	105.128	3545.000	94.829	72.727	93.000	53.000	75.973	56.334	51.059	83.122	115.864	4.000
91.591	143.478	115.000	51.829	59.096	11.000	17.000	75.973	56.334	37.930	100.251	68.321	6.000
257.251	235.873	614.000	63.113	43.511	32.000	49.000	75.973	56.334	45.542	38.522	68.995	1.000
108.385	59.062	288.000	72.272	58.137	30.000	13.000	77.244	55.446	67.562	165.128	113.949	2.000
