145.544	100.706	2194.000	92.331	53.980	48.000	70.000	112.308	54.676	4.000
233.316	103.649	114.000	41.909	45.099	14.000	11.000	112.308	54.676	3.000
136.879	88.607	1121.000	87.253	59.185	36.000	40.000	113.165	54.380	2.000
233.169	105.143	77.000	35.786	46.557	14.000	8.000	113.165	54.380	3.000
123.046	70.150	567.000	82.258	63.907	24.000	27.000	114.044	54.299	2.000
233.316	103.649	114.000	41.838	44.342	14.000	11.000	114.044	54.299	3.000
114.989	60.413	450.000	73.939	56.219	25.000	23.000	114.342	54.265	2.000
232.916	104.831	83.000	36.193	41.451	14.000	10.000	114.342	54.265	3.000
110.329	51.977	426.000	56.594	50.294	29.000	18.000	114.506	54.229	2.000
232.284	104.516	95.000	42.933	44.476	15.000	11.000	114.506	54.229	3.000
107.490	46.308	347.000	46.282	45.972	30.000	15.000	114.600	54.515	2.000
232.526	103.851	114.000	42.776	44.809	15.000	11.000	114.600	54.515	3.000
106.138	42.037	268.000	48.284	47.324	29.000	13.000	114.730	54.526	4.000
233.169	105.143	77.000	36.554	46.656	14.000	8.000	114.730	54.526	3.000
105.226	38.925	199.000	54.357	49.620	28.000	10.000	114.898	54.496	4.000
233.169	105.143	77.000	36.134	45.429	14.000	8.000	114.898	54.496	3.000
96.333	36.222	27.000	58.533	40.290	6.000	5.000	115.218	54.428	2.000
116.150	37.950	20.000	4.952	5.972	7.000	3.000	115.218	54.428	1.000
232.963	104.741	81.000	36.000	41.993	14.000	10.000	115.218	54.428	3.000
233.227	105.053	75.000	34.687	45.590	14.000	8.000	115.364	54.321	3.000
276.500	142.000	6.000	175.167	10.479	2.000	3.000	115.364	54.321	1.000
232.540	105.100	50.000	40.257	46.048	10.000	7.000	115.471	54.457	1.000
266.217	134.957	46.000	164.537	36.019	6.000	9.000	115.471	54.457	1.000
232.765	107.529	17.000	11.033	13.666	10.000	3.000	115.268	54.687	1.000
253.224	126.918	49.000	175.600	28.373	5.000	11.000	115.268	54.687	1.000
232.615	107.231	13.000	15.300	16.680	10.000	2.000	113.974	54.824	1.000
270.959	207.845	1450.000	109.350	63.770	35.000	62.000	113.974	54.824	5.000
238.357	109.298	84.000	81.357	89.283	18.000	7.000	114.693	54.763	1.000
244.887	173.179	838.000	105.653	69.757	25.000	48.000	114.693	54.763	5.000
236.200	110.116	95.000	135.850	76.952	15.000	8.000	114.162	54.913	1.000
225.584	146.740	589.000	103.636	73.516	21.000	40.000	114.162	54.913	5.000
233.573	107.085	82.000	127.636	80.769	10.000	14.000	111.279	54.722	1.000
208.952	130.263	357.000	91.319	72.888	16.000	30.000	111.279	54.722	5.000
118.374	58.358	123.000	137.491	89.440	15.000	11.000	94.962	55.756	3.000
249.338	236.275	334.000	82.547	63.978	17.000	30.000	94.962	55.756	1.000
116.875	57.727	88.000	165.019	94.191	12.000	9.000	94.340	55.643	3.000
291.547	236.309	243.000	69.005	54.154	17.000	25.000	94.340	55.643	1.000
77.941	251.412	17.000	31.067	10.250	5.000	6.000	94.340	55.643	1.000
118.983	57.308	117.000	135.771	88.223	17.000	9.000	94.704	55.798	3.000
20.400	243.600	5.000	28.250	5.494	2.000	4.000	94.704	55.798	1.000
27.373	252.169	83.000	157.269	88.876	13.000	8.000	94.704	55.798	1.000
121.573	61.618	314.000	102.338	70.744	28.000	15.000	93.722	55.517	4.000
187.366	81.446	202.000	92.562	70.430	27.000	16.000	93.722	55.517	3.000
120.093	63.894	621.000	95.031	62.003	39.000	22.000	93.625	55.875	4.000
186.883	81.145	214.000	90.560	70.673	27.000	16.000	93.625	55.875	3.000
116.575	61.927	600.000	93.954	61.982	41.000	18.000	93.411	55.811	4.000
184.896	80.554	251.000	82.461	66.903	35.000	16.000	93.411	55.811	3.000
216.484	107.742	31.000	180.375	42.877	2.000	16.000	93.411	55.811	1.000
78.248	231.020	254.000	52.419	53.654	17.000	24.000	93.411	55.811	1.000
57.687	248.828	163.000	105.662	69.246	15.000	16.000	93.411	55.811	1.000
111.716	61.241	402.000	93.958	63.653	33.000	16.000	93.494	55.485	4.000
133.500	65.000	2.000	34.000	0.000	2.000	1.000	93.494	55.485	1.000
184.500	80.680	272.000	81.259	67.411	35.000	17.000	93.494	55.485	3.000
215.667	100.333	6.000	26.000	15.413	3.000	3.000	93.494	55.485	1.000
212.560	112.040	25.000	194.778	34.611	4.000	9.000	93.494	55.485	1.000
126.429	241.582	273.000	71.007	54.657	14.000	32.000	93.494	55.485	1.000
112.743	62.358	678.000	89.961	56.134	50.000	20.000	94.086	55.702	4.000
184.749	80.691	259.000	83.284	68.206	35.000	16.000	94.086	55.702	3.000
212.834	108.078	193.000	109.135	62.344	14.000	27.000	94.086	55.702	1.000
180.018	242.790	167.000	80.991	57.819	11.000	21.000	94.086	55.702	1.000
115.093	59.891	129.000	99.979	57.348	13.000	18.000	93.779	55.622	1.000
187.689	80.424	151.000	96.125	72.271	24.000	15.000	93.779	55.622	3.000
214.723	112.763	448.000	127.506	70.385	18.000	37.000	93.779	55.622	1.000
67.333	113.583	12.000	189.100	91.424	4.000	5.000	93.779	55.622	1.000
242.571	241.429	7.000	52.500	8.958	4.000	3.000	93.779	55.622	1.000
235.116	251.395	43.000	51.533	43.727	6.000	10.000	93.779	55.622	1.000
96.138	57.809	94.000	87.370	61.779	12.000	9.000	93.067	55.385	3.000
192.759	85.096	83.000	114.412	87.745	17.000	8.000	93.067	55.385	3.000
213.766	115.838	582.000	130.299	65.906	22.000	41.000	93.067	55.385	1.000
82.200	110.029	105.000	155.400	95.410	9.000	20.000	93.067	55.385	1.000
303.083	244.750	12.000	53.750	13.190	5.000	4.000	93.067	55.385	1.000
295.884	252.651	43.000	59.271	51.550	8.000	6.000	93.067	55.385	1.000
193.860	84.600	50.000	148.107	77.740	12.000	7.000	93.104	55.450	3.000
214.602	114.719	591.000	125.713	68.668	22.000	44.000	93.104	55.450	4.000
102.094	110.014	139.000	161.768	82.043	9.000	22.000	93.104	55.450	1.000
208.086	105.339	868.000	113.970	64.754	43.000	51.000	93.480	55.615	3.000
122.034	109.966	117.000	176.104	76.940	7.000	22.000	93.480	55.615	1.000
207.250	102.231	828.000	97.648	63.296	49.000	43.000	93.463	55.359	3.000
141.621	110.779	140.000	163.306	92.232	9.000	24.000	93.463	55.359	1.000
191.238	84.950	80.000	192.032	68.475	18.000	7.000	93.126	55.202	3.000
215.037	108.043	539.000	84.094	64.895	32.000	33.000	93.126	55.202	3.000
161.500	112.225	138.000	158.236	88.707	8.000	27.000	93.126	55.202	1.000
206.728	102.741	904.000	97.630	67.518	47.000	41.000	93.052	55.277	3.000
184.399	115.050	218.000	139.756	84.626	15.000	26.000	93.052	55.277	1.000
171.000	80.000	5.000	118.800	14.945	5.000	1.000	92.884	55.200	1.000
205.654	104.966	1058.000	99.806	69.596	48.000	47.000	92.884	55.200	3.000
206.082	104.110	1186.000	89.280	62.661	56.000	48.000	92.223	54.987	4.000
191.304	98.069	467.000	53.684	47.169	47.000	15.000	91.980	54.626	3.000
176.829	89.254	735.000	63.092	54.592	50.000	22.000	92.085	54.645	2.000
166.263	85.120	773.000	68.834	59.858	63.000	19.000	92.211	54.591	2.000
146.353	80.191	430.000	63.407	50.528	34.000	17.000	92.352	54.556	2.000
192.467	84.167	60.000	132.286	77.130	15.000	7.000	92.352	54.556	3.000
137.474	74.235	388.000	76.955	60.929	23.000	24.000	92.564	54.533	2.000
134.487	71.141	269.000	80.573	65.072	20.000	20.000	92.513	54.481	3.000
133.091	70.011	187.000	76.696	65.281	17.000	17.000	92.238	54.453	3.000
125.805	57.437	128.000	114.690	92.777	25.000	8.000	91.771	54.335	4.000
128.165	63.133	412.000	93.802	68.352	30.000	21.000	91.587	54.177	4.000
182.927	78.927	247.000	99.894	76.143	26.000	17.000	91.587	54.177	3.000
237.833	251.244	246.000	84.184	18.318	50.000	9.000	91.587	54.177	1.000
94.000	54.000	7.000	0.286	0.700	7.000	1.000	87.464	55.211	1.000
125.907	61.567	335.000	93.250	64.622	27.000	21.000	87.464	55.211	1.000
176.211	77.400	407.000	80.623	68.135	43.000	18.000	87.464	55.211	3.000
202.909	214.250	6009.000	79.231	48.715	93.000	92.000	87.464	55.211	2.000
151.923	69.319	1312.000	81.802	54.880	89.000	34.000	90.879	55.057	4.000
172.668	154.031	2458.000	75.701	52.040	55.000	63.000	90.879	55.057	2.000
150.191	68.950	1180.000	83.661	54.818	89.000	33.000	92.440	54.787	4.000
159.875	128.755	694.000	70.525	65.633	37.000	26.000	92.440	54.787	3.000
150.668	69.127	1199.000	84.022	53.864	89.000	33.000	93.055	54.714	4.000
150.537	110.965	521.000	69.872	67.825	30.000	20.000	93.055	54.714	3.000
120.168	56.430	107.000	95.023	41.005	19.000	7.000	93.023	56.378	1.000
173.923	76.488	426.000	85.435	67.174	42.000	19.000	93.023	56.378	3.000
147.456	98.741	529.000	81.385	68.116	26.000	27.000	93.023	56.378	2.000
245.878	250.419	74.000	66.040	31.828	9.000	14.000	93.023	56.378	1.000
125.912	59.356	216.000	96.080	53.109	26.000	12.000	84.810	56.996	3.000
189.706	80.265	68.000	57.397	43.307	18.000	13.000	84.810	56.996	1.000
143.692	95.730	419.000	79.457	69.618	25.000	24.000	84.810	56.996	3.000
244.081	208.923	6624.000	116.353	74.369	93.000	92.000	84.810	56.996	2.000
123.068	58.472	161.000	95.571	66.370	20.000	12.000	89.051	56.728	2.000
187.100	78.700	10.000	35.125	17.388	8.000	2.000	89.051	56.728	1.000
194.450	83.750	20.000	69.393	10.241	7.000	4.000	89.051	56.728	1.000
141.991	93.307	342.000	78.889	75.585	23.000	18.000	89.051	56.728	3.000
211.297	167.461	3639.000	122.981	79.394	71.000	67.000	89.051	56.728	2.000
122.229	57.265	83.000	96.615	70.395	16.000	6.000	88.211	58.147	3.000
142.620	82.461	735.000	74.059	68.107	31.000	31.000	88.211	58.147	2.000
189.500	79.000	4.000	58.500	10.500	4.000	1.000	88.211	58.147	1.000
194.450	83.750	20.000	67.321	7.987	7.000	4.000	88.211	58.147	1.000
191.523	145.404	2481.000	124.805	80.986	60.000	54.000	88.211	58.147	2.000
203.637	242.522	1820.000	158.064	75.349	81.000	29.000	88.211	58.147	3.000
135.153	73.128	1069.000	75.933	52.940	42.000	41.000	87.097	56.885	4.000
178.082	129.913	1734.000	125.507	79.598	48.000	47.000	87.097	56.885	2.000
171.440	209.201	4299.000	110.725	66.791	72.000	81.000	87.097	56.885	2.000
134.159	70.096	941.000	77.269	56.576	35.000	37.000	88.614	55.752	4.000
184.000	75.000	9.000	62.111	86.449	3.000	3.000	88.614	55.752	1.000
190.000	79.000	3.000	64.000	0.000	3.000	1.000	88.614	55.752	1.000
194.450	83.750	20.000	69.750	11.652	7.000	4.000	88.614	55.752	1.000
157.824	147.537	4065.000	120.348	63.657	62.000	96.000	88.614	55.752	4.000
143.482	118.179	3820.000	101.015	62.280	65.000	87.000	83.335	57.067	4.000
242.974	250.545	77.000	63.171	57.886	10.000	14.000	83.335	57.067	1.000
135.271	98.544	3449.000	92.188	62.980	64.000	84.000	79.544	57.385	4.000
244.661	208.468	7986.000	106.774	75.322	107.000	96.000	79.544	57.385	2.000
131.793	73.352	193.000	68.651	71.598	17.000	14.000	86.197	56.789	3.000
132.912	101.245	1688.000	120.057	72.460	64.000	39.000	86.197	56.789	4.000
207.982	164.619	4454.000	103.213	74.247	78.000	77.000	86.197	56.789	2.000
126.374	63.358	254.000	78.259	76.048	16.000	20.000	87.562	56.088	3.000
172.800	64.600	5.000	123.333	41.544	3.000	2.000	87.562	56.088	1.000
178.000	68.000	1.000	101.000	0.000	1.000	1.000	87.562	56.088	1.000
146.992	89.837	516.000	135.676	91.651	25.000	30.000	87.562	56.088	2.000
113.007	99.535	434.000	120.878	89.477	25.000	21.000	87.562	56.088	2.000
184.490	137.975	2717.000	102.703	74.719	65.000	60.000	87.562	56.088	2.000
146.936	103.406	4929.000	94.922	62.183	98.000	95.000	85.085	55.138	4.000
240.542	230.406	3527.000	82.577	45.809	91.000	51.000	85.085	55.138	3.000
311.500	255.000	16.000	79.750	30.916	16.000	1.000	85.085	55.138	1.000
139.758	95.140	3816.000	97.368	64.635	85.000	80.000	85.146	55.805	4.000
172.000	64.120	25.000	104.380	63.700	12.000	9.000	85.146	55.805	3.000
229.038	220.840	5551.000	99.159	52.436	108.000	86.000	85.146	55.805	2.000
134.689	88.754	2937.000	101.329	66.694	75.000	68.000	87.189	55.792	4.000
215.175	193.552	5278.000	91.148	51.087	87.000	88.000	87.189	55.792	2.000
128.907	81.813	2254.000	104.495	67.660	66.000	58.000	89.093	55.810	4.000
200.275	171.847	3195.000	87.094	53.277	71.000	71.000	89.093	55.810	2.000
124.338	75.647	1670.000	110.647	68.629	59.000	46.000	91.188	55.684	4.000
187.740	151.363	2112.000	87.600	55.469	62.000	56.000	91.188	55.684	2.000
129.884	73.242	790.000	101.676	77.986	35.000	38.000	83.061	58.932	4.000
98.913	60.740	104.000	118.488	94.877	11.000	11.000	83.061	58.932	3.000
177.368	134.122	1554.000	75.938	56.923	55.000	45.000	83.061	58.932	2.000
119.293	68.011	1022.000	85.404	65.924	47.000	32.000	78.154	60.682	2.000
166.429	119.656	1035.000	72.347	58.488	45.000	36.000	78.154	60.682	2.000
103.600	216.286	4860.000	122.097	69.113	70.000	81.000	78.154	60.682	2.000
238.983	216.965	5179.000	129.846	91.437	80.000	79.000	78.154	60.682	2.000
