0.0928	0.2692	0.638	4	3.25	1.9	3
0.625	0.0095	0.3655	2.5	3.2	2.75	3
0	0.9995	0.0005	2.8	3.25	2.4	2
0.9712	0.0199	0.0089	1.66	3.4	5.5	1
0.0044	0.0006	0.995	2.37	3.25	2.87	3
0.4441	0.0071	0.5488	3.4	3.25	2.1	1
0.442	0.0002	0.5579	2	3.2	3.75	3
0.9925	0.0005	0.0069	1.33	4.5	10	1
0.5412	0.4577	0.0011	1.2	6	13	1
0.0056	0.9866	0.0077	1.22	5.5	13	2
0.2976	0.4248	0.2776	1.8	3.4	4.33	3
0.0999	0.8942	0.0059	2.3	3.25	3	2
0.308	0.2093	0.4827	2.2	3.25	3.2	1
0.9989	0.0008	0.0003	1.61	3.6	5.5	1
0.2307	0.6684	0.1009	5.5	3.6	1.61	2
0.0092	0.011	0.9799	6.5	3.75	1.53	3
0.4439	0.3666	0.1896	2.3	3.25	3	1
0.0048	0.0022	0.993	2.37	3.25	2.87	3
0.4193	0.0239	0.5568	2.1	3.25	3.4	3
0.2749	0.5749	0.1502	1.83	3.3	4.33	2
0.8326	0.147	0.0204	1.83	3.3	4.33	1
0.5275	0.0164	0.4561	2.5	3.25	2.7	1
0.9981	0.0005	0.0014	1.44	4	7.5	1
0.9507	0.0438	0.0055	2.2	3.25	3.2	1
0.1418	0.7844	0.0738	3.1	3.2	2.25	2
0.046	0.8943	0.0596	2.62	3.1	3.1	2
0.4512	0.2168	0.332	4.5	3.25	1.83	1
0.9799	0.0056	0.0146	1.53	3.8	6	1
0.2498	0.7493	0.0008	1.8	3.4	4.5	1
0.0042	0.2878	0.708	2.25	3.2	3	1
0.9006	0.0955	0.0038	1.28	5	10	1
0.0022	0.0084	0.9894	2.37	3.25	2.87	3
0.1346	0.7945	0.0709	2.1	3.2	3.5	2
0.0068	0.0002	0.993	6	3.6	1.57	3
0.4473	0.2295	0.3233	1.9	3.25	4	2
0.8554	0.1168	0.0278	1.5	4	6	1
0.1404	0.8037	0.0559	2.6	3.2	2.62	2
0.1366	0.4226	0.4408	2.4	3.2	2.87	3
0.2597	0.4243	0.316	3.1	3.2	2.25	2
0.9969	0.0004	0.0027	1.16	6	19	1
0.7543	0.2429	0.0028	1.16	6	19	1
0.9925	0.004	0.0035	2	3.2	3.75	1
0.3734	0.2909	0.3357	1.72	3.5	4.75	1
0.5314	0	0.4686	2.2	3.2	3.25	3
0.8097	0.1852	0.0052	1.5	3.75	7	1
0.3166	0.3876	0.2958	5.5	3.6	1.61	1
0.5685	0.2823	0.1492	2.2	3.2	3.25	1
0.8182	0.0496	0.1322	2.37	3.25	3	1
0.0317	0.9001	0.0681	1.36	4.33	10	2
0.1035	0.2967	0.5998	4.5	3.5	1.8	3
0.2661	0.6577	0.0762	5	3.5	1.72	2
0.9863	0.001	0.0127	2.25	3.25	3.2	1
0.0089	0.8854	0.1057	2.8	3.2	2.5	3
0.7482	0.0539	0.1979	2	3.4	3.75	1
0.2797	0.6029	0.1175	2.1	3.25	3.6	2
0.6621	0.0018	0.3361	2.37	3.25	3	1
0.8672	0.1212	0.0116	4.33	3.25	1.9	1
0.9978	0.0004	0.0018	1.14	7	23	1
0.3189	0.0294	0.6517	2.5	3.25	2.8	2
0.0009	0.9982	0.0009	1.22	5.25	17	2
0.1664	0.6841	0.1495	2.1	3.2	3.6	2
0.5934	0.0004	0.4062	2.1	3.2	3.6	1
0.6505	0.0831	0.2664	2.25	3.2	3.25	1
0.6589	0.1644	0.1766	1.9	3.3	4.2	3
0.254	0.4443	0.3017	2.8	3.25	2.5	2
0.4064	0.3551	0.2384	2.1	3.25	4	1
0.3869	0.0286	0.5844	2	3.4	3.75	1
