483.6667	383.6667
311.9914	211.9914
305.7500	205.7500
286.4341	186.4341
430.6126	330.6126
522.2762	422.2763
312.3377	212.3377
322.7614	222.7614
397.4286	297.4286
347.2980	247.2980
323.7548	223.7548
272.4110	172.4110
485.0039	385.0039
339.3969	239.3969
795.1031	695.1031
440.6566	340.6566
192.3634	92.3634
460.3846	360.3846
383.5812	283.5812
16.8809	-83.1191
302.3220	202.3220
245.9296	145.9296
11.5338	-88.4662
224.5596	124.5596
324.9804	224.9804
1145.1637	1045.1637
6.1004	-93.8996
267.6704	167.6704
350.3125	250.3125
321.1977	221.1977
324.7619	224.7619
543.2653	443.2653
341.1238	241.1238
345.1649	245.1648
399.7200	299.7200
298.9209	198.9209
691.9658	591.9658
254.5137	154.5137
545.0853	445.0853
496.0878	396.0878
431.8929	331.8929
573.6133	473.6133
1471.6742	1371.6742
297.3000	197.3000
431.5658	331.5658
321.8488	221.8488
336.7558	236.7558
269.8294	169.8294
793.6000	693.6000
339.9639	239.9639
317.7045	217.7045
381.8487	281.8487
339.9609	239.9609
336.5675	236.5675
488.7072	388.7072
369.1704	269.1704
0.9109	-99.0891
374.0039	274.0039
423.2342	323.2342
347.3077	247.3077
331.5377	231.5377
281.6832	181.6832
328.5898	228.5898
283.3093	183.3093
43.7500	-56.2500
568.7239	468.7239
319.1373	219.1373
282.1917	182.1917
338.6719	238.6719
307.2691	207.2691
415.4884	315.4884
296.3007	196.3007
9.7040	-90.2960
4.3028	-95.6972
398.4375	298.4375
348.4549	248.4549
234.8572	134.8572
939.5464	839.5464
339.7386	239.7386
329.3843	229.3843
269.8151	169.8151
299.7674	199.7674
24.1088	-75.8912
411.4400	311.4400
1.3953	-98.6047
747.4117	647.4117
474.7852	374.7852
434.4206	334.4206
314.9822	214.9822
543.1707	443.1707
327.9008	227.9007
1215.2723	1115.2723
411.9583	311.9583
648.8143	548.8143
2.1507	-97.8493
295.0422	195.0422
317.4703	217.4703
2.3798	-97.6202
322.1366	222.1366
475.1004	375.1004
327.4319	227.4319
315.6612	215.6612
708.5556	608.5556
423.7226	323.7226
324.9626	224.9626
402.1523	302.1523
448.6538	348.6538
336.1390	236.1390
470.4127	370.4127
64.2857	-35.7143
374.3182	274.3182
295.6250	195.6250
374.1313	274.1313
690.9590	590.9590
447.0663	347.0663
375.9633	275.9633
319.2109	219.2109
562.9883	462.9883
354.5247	254.5247
1485.7820	1385.7820
963.9313	863.9313
358.8798	258.8798
163.4883	63.4883
249.4628	149.4628
593.0026	493.0026
397.7043	297.7043
360.0382	260.0382
344.8163	244.8163
418.3593	318.3593
464.5814	364.5814
546.0465	446.0465
355.5731	255.5731
577.2176	477.2176
427.2673	327.2673
736.1511	636.1511
379.7577	279.7577
327.4016	227.4016
347.0213	247.0213
356.0000	256.0000
486.5613	386.5613
396.2162	296.2162
398.1517	298.1517
372.9619	272.9619
357.0000	257.0000
339.1304	239.1304
345.4245	245.4245
340.1563	240.1563
0.0000	-100.0000
332.0623	232.0623
486.9792	386.9792
281.1308	181.1308
375.0000	275.0000
325.0386	225.0386
620.6969	520.6969
374.1107	274.1107
303.6378	203.6378
456.8292	356.8292
317.0216	217.0216
285.4756	185.4756
344.1434	244.1434
946.8877	846.8877
314.0206	214.0206
548.1534	448.1534
442.7521	342.7521
308.1887	208.1887
325.0633	225.0633
98.4974	-1.5026
366.9143	266.9143
349.9609	249.9609
533.7280	433.7280
1280.5776	1180.5776
472.9787	372.9787
431.3219	331.3219
398.4375	298.4375
344.7932	244.7932
358.7451	258.7451
446.3415	346.3415
373.7740	273.7741
5.9925	-94.0075
582.2395	482.2395
428.1250	328.1250
368.6614	268.6614
307.3546	207.3546
430.3529	330.3529
960.8643	860.8643
1001.3197	901.3197
651.4400	551.4400
331.1429	231.1429
245.9016	145.9016
341.1961	241.1961
449.4748	349.4748
21.0425	-78.9575
206.1025	106.1025
354.2629	254.2629
310.9634	210.9634
373.4319	273.4319
431.5823	331.5823
329.3782	229.3782
326.6270	226.6270
172.9609	72.9609
348.4615	248.4615
396.1607	296.1607
423.1095	323.1095
448.4041	348.4041
0.0000	-100.0000
316.7093	216.7093
802.4475	702.4475
362.2159	262.2159
335.7548	235.7548
26.4490	-73.5510
16.9231	-83.0769
539.1989	439.1989
498.4979	398.4979
311.1070	211.1070
492.0635	392.0635
884.9038	784.9038
0.6038	-99.3962
0.7330	-99.2670
