484.7328	384.7328
215.2927	115.2927
0.0000	-100.0000
354.4483	254.4483
0.0000	-100.0000
256.3380	156.3380
315.3710	215.3710
221.3117	121.3117
155.3771	55.3771
229.4643	129.4643
280.3571	180.3571
318.7719	218.7719
269.0066	169.0066
6.6540	-93.3460
191.8139	91.8139
3.7079	-96.2921
328.0040	228.0040
328.3594	228.3594
5.5837	-94.4163
211.8337	111.8337
0.6356	-99.3644
494.7090	394.7090
329.0969	229.0969
246.4778	146.4778
209.1213	109.1213
257.6869	157.6869
521.9863	421.9863
327.3424	227.3424
0.0000	-100.0000
0.7045	-99.2955
0.6793	-99.3207
742.5388	642.5388
0.7313	-99.2687
0.0000	-100.0000
238.3627	138.3627
233.2567	133.2567
14.2727	-85.7273
2.8016	-97.1984
683.8461	583.8461
329.4583	229.4583
180.5648	80.5648
0.0000	-100.0000
252.3275	152.3275
157.2132	57.2132
257.8792	157.8792
179.8060	79.8060
315.2032	215.2032
199.7213	99.7213
0.8235	-99.1765
299.6460	199.6460
208.3464	108.3464
337.5781	237.5781
209.7888	109.7888
228.4980	128.4980
178.6370	78.6370
217.1418	117.1418
221.7573	121.7573
137.3387	37.3387
0.0000	-100.0000
205.4436	105.4436
54.8530	-45.1470
250.2930	150.2930
306.5217	206.5217
224.8931	124.8931
193.1538	93.1538
0.0000	-100.0000
172.2764	72.2764
11.1842	-88.8158
3.2510	-96.7490
135.2000	35.2000
269.6245	169.6245
274.7451	174.7451
298.4375	198.4375
522.8216	422.8216
0.0000	-100.0000
3.0627	-96.9373
119.1069	19.1069
1.5020	-98.4980
260.9424	160.9424
2.7926	-97.2074
186.0556	86.0556
40.8359	-59.1641
378.5156	278.5156
258.9844	158.9844
92.8865	-7.1135
367.6265	267.6265
323.5233	223.5233
276.3600	176.3600
1.0448	-98.9552
239.8955	139.8955
338.6508	238.6508
0.0000	-100.0000
129.1406	29.1406
337.6857	237.6857
365.6181	265.6181
0.4979	-99.5021
226.2222	126.2222
8.6148	-91.3852
0.8594	-99.1406
323.6414	223.6414
1.1396	-98.8604
263.2710	163.2710
209.4186	109.4186
148.2558	48.2558
337.7459	237.7459
10.3241	-89.6759
202.9412	102.9412
891.8181	791.8181
2.2727	-97.7273
0.0000	-100.0000
372.0817	272.0817
179.0098	79.0098
0.9251	-99.0749
0.0000	-100.0000
5.2308	-94.7692
2988.7334	2888.7334
189.3321	89.3321
1.9467	-98.0533
347.1311	247.1311
170.7821	70.7821
1.9088	-98.0912
214.9711	114.9711
327.7992	227.7992
186.9028	86.9028
172.2935	72.2935
0.8721	-99.1279
6.9611	-93.0389
163.0118	63.0118
378.9524	278.9524
0.5797	-99.4203
0.0000	-100.0000
333.2494	233.2494
0.4154	-99.5846
144.1193	44.1193
431.8954	331.8954
4.1899	-95.8101
0.0000	-100.0000
204.2918	104.2918
298.9000	198.9000
18.5683	-81.4317
250.0487	150.0487
5.2713	-94.7287
0.0000	-100.0000
229.0178	129.0178
0.6830	-99.3170
209.1700	109.1700
233.7938	133.7938
205.8523	105.8523
0.0000	-100.0000
310.4307	210.4307
352.8598	252.8598
596.3516	496.3516
0.0000	-100.0000
232.2101	132.2101
72.9825	-27.0175
442.6259	342.6259
318.3402	218.3402
327.3062	227.3062
329.4862	229.4862
743.7238	643.7238
3.1179	-96.8821
254.8971	154.8971
322.5577	222.5577
1.5938	-98.4062
4.7954	-95.2046
3.0435	-96.9565
307.7454	207.7454
0.5109	-99.4890
209.4890	109.4890
161.3819	61.3819
322.9480	222.9480
596.0431	496.0431
296.3566	196.3566
834.4788	734.4788
1.0700	-98.9300
0.0000	-100.0000
249.7352	149.7352
212.0769	112.0769
40.2077	-59.7923
164.3291	64.3291
449.6231	349.6231
0.0000	-100.0000
346.5175	246.5175
2.7269	-97.2731
0.8760	-99.1240
488.7786	388.7786
42.3345	-57.6655
108.3972	8.3972
0.0000	-100.0000
2.0739	-97.9261
524.4523	424.4523
863.5106	763.5106
0.8299	-99.1701
315.5714	215.5714
0.0000	-100.0000
1.3944	-98.6056
0.0000	-100.0000
0.8015	-99.1985
9.2395	-90.7605
1.7115	-98.2885
202.6719	102.6719
111.9255	11.9255
884.4699	784.4699
248.8795	148.8794
0.6429	-99.3571
323.4782	223.4782
230.2821	130.2821
1.1765	-98.8235
223.9130	123.9130
3.2051	-96.7949
0.0000	-100.0000
0.0000	-100.0000
324.7104	224.7104
4.9749	-95.0251
133.8327	33.8327
5.9761	-94.0239
321.6757	221.6757
226.9961	126.9961
3.3004	-96.6996
1.4275	-98.5725
1.2977	-98.7023
