0.0000	0.1753	0.0000	
0.0876	0.7011	0.0000	
0.0000	0.0000	0.0876	
0.0000	0.0000	0.0876	
0.0000	0.0000	0.2629	
0.0000	0.0000	0.1753	
0.2629	0.0876	0.0000	
0.0000	1.1394	0.1753	
0.0876	0.0876	0.0000	
0.0000	0.1753	0.0000	
0.1753	0.0000	2.7169	
0.0000	0.0000	0.1753	
0.3506	0.1753	0.0000	
0.0876	0.3506	0.0000	
0.0000	0.1753	22.3488	
0.0000	0.1753	0.0000	
0.0000	0.0000	0.0000	
0.0000	0.0000	0.5259	
0.0000	0.0000	0.0000	
0.0000	0.0000	0.0876	
0.0000	0.5259	0.0000	
0.0876	0.0000	0.0000	
2.2787	0.0000	0.0000	
0.0000	0.0000	0.0876	
0.3506	0.0000	0.0000	
22.3488	0.2629	0.0000	
0.0000	0.0000	0.0000	
2.5416	0.1753	0.0000	
0.1753	0.3506	0.0000	
0.0000	0.3506	0.0000	
0.0000	0.0000	0.4382	
0.2629	0.0000	0.0000	
0.0000	0.0876	0.0000	
0.0000	0.0876	0.0000	
0.0000	0.0000	0.1753	
0.0000	0.1753	0.7011	
0.0000	0.0876	0.2629	
0.0000	0.0000	0.3506	
0.0000	0.0000	0.0000	
0.0000	0.0000	9.5530	
0.0876	3.2428	0.0000	
0.0876	0.0000	0.0876	
0.0000	0.0000	22.3488	
0.0000	0.4382	0.1753	
0.0876	0.0876	0.3506	
0.0876	0.2629	0.0000	
