GreutherFurth	Hannover	0.0182652	0.291534	0.6902	2.65	3.35	2.5
Leverkusen	WerderBremen	0.0718147	0.437921	0.490264	1.4	4.75	6.5
Hoffenheim	Nurnberg	0.330232	0.401021	0.268747	2	3.4	3.5
BayernMunich	Freiburg	0.894857	0.0421242	0.0630187	1.24	5.5	11
Wolfsburg	M'gladbach	0.517349	0.127918	0.354732	2.1	3.4	3.3
Augsburg	Stuttgart	0.0969468	0.40764	0.495413	2.15	3.3	3.2
Mainz	EinFrankfurt	0.0796172	0.181537	0.738846	2.05	3.4	3.4
Schalke04	Hamburg	0.611943	0.362117	0.02594	1.61	3.75	5.25
