0.3714	0.1774	0.4512	2.6	3.4	2.75
0.3526	0.3169	0.3304	2.3	3.3	3.25
0.4012	0.3179	0.2808	2.2	3.35	3.45
0.3445	0.3976	0.258	3.05	3.35	2.4
0.3358	0.2399	0.4243	2	3.45	3.85
0.1938	0.2361	0.5701	2.55	3.4	2.75
0.6161	0.169	0.2149	1.315	5.1	11
0.1352	0.135	0.7299	7.7	4.7	1.42
0.1242	0.1895	0.6863	6.65	4.35	1.5
0.4851	0.3072	0.2077	2.05	3.45	3.7
