0.0026	0.0003	0.9971	3.7	3.4	2.05
0.4349	0.3009	0.2642	3.15	2.35	3.3
0.415	0.074	0.511	2.05	3.35	3.8
0.3007	0.4083	0.291	2.85	3.35	2.5
0.3384	0.2198	0.4418	2.3	3.2	3.3
0.4554	0.2623	0.2823	2.45	3.2	3
0.263	0.0573	0.6797	1.91	3.4	4
0.0692	0.4768	0.454	3	3.35	2.4
0.6083	0.0791	0.3126	2.05	3.4	3.75
0.004	0.0563	0.9397	4.05	3.45	1.95
