0.122	0.6816	0.1964	2.6	3.4	2.75
0.1144	0.4972	0.3884	2.3	3.3	3.25
0.7134	0.0087	0.2779	2.2	3.35	3.45
0.2151	0.5238	0.2611	3.05	3.35	2.4
0.0919	0.8525	0.0556	2	3.45	3.85
0.2876	0.0011	0.7113	2.55	3.4	2.75
0.9199	0.0793	0.0007	1.315	5.1	11
0.0121	0.5047	0.4832	7.7	4.7	1.42
0.0205	0.0006	0.9789	6.65	4.35	1.5
0.2217	0.755	0.0233	2.05	3.45	3.7
